"wild.west.sample.freq" "wild.east.sample.freq" "wild.center.sample.freq"
"chr2_20022400" 0 0.333333333333333 0.25
"chr2_200264902" 0.166666666666667 0 0
"chr2_200353782" 0.333333333333333 0 0
"chr2_200356525" 0.25 0.25 0
"chr2_200517047" 0 0 0.166666666666667
"chr2_200609536" 0.142857142857143 0 0.1
"chr2_200611456" 0.2 0.4 0.111111111111111
"chr2_200886369" 0 0.166666666666667 0
"chr2_201114689" 0.4 0.166666666666667 0
"chr2_201353429" 0.5 0 0.285714285714286
"chr2_201362586" 0 0 0
"chr2_201450828" 0 0.5 0.5
"chr2_201504837" 0 0.333333333333333 0.4
"chr2_202183255" 0 0 0.0909090909090909
"chr2_20242149" 0 0 0
"chr2_202620925" 0 0 0
"chr2_202753576" 0 0 0
"chr2_202895237" 0 0 0.4
"chr2_203373353" 0 0 0.333333333333333
"chr2_203488027" 0.166666666666667 0 0
"chr2_203641832" 0 0 0.125
"chr2_203746845" 0 0 0
"chr2_203819288" 0 0.4 0.142857142857143
"chr2_203932312" 0 0 0
"chr2_204031188" 0 0 0
"chr2_204677094" 0 0 0.285714285714286
"chr2_204911922" 0 0 0
"chr2_205377884" 0.4 0.2 0.25
"chr2_205675222" 0.142857142857143 0.166666666666667 0.181818181818182
"chr2_205701400" 0 0 0
"chr2_205783826" 0 0 0
"chr2_205833185" 0 0 0.25
"chr2_206198936" 0 0 0
"chr2_20631796" 0 0.333333333333333 0.111111111111111
"chr2_206354122" 0 0.166666666666667 0.0909090909090909
"chr2_206428322" 0.333333333333333 0 0.3
"chr2_207021500" 0 0.4 0.181818181818182
"chr2_207065244" 0 0 0
"chr2_207108768" 0.2 0.166666666666667 0.333333333333333
"chr2_207192907" 0 0 0
"chr2_207273580" 0 0 0
"chr2_207333065" 0.333333333333333 0 0
"chr2_207425343" 0 0 0.142857142857143
"chr2_207439977" 0 0.333333333333333 0.3
"chr2_207504524" 0 0 0.125
"chr2_207542573" 0 0.333333333333333 0.25
"chr2_207655620" 0.2 0 0.111111111111111
"chr2_208125013" 0 0 0.142857142857143
"chr2_208345736" 0 0 0
"chr2_208349578" 0 0 0
"chr2_208406036" 0 0.166666666666667 0.2
"chr2_208415793" 0 0 0
"chr2_208439031" 0 0 0
"chr2_208940265" 0 0.2 0.111111111111111
"chr2_208972058" 0 0 0
"chr2_208974534" 0 0 0
"chr2_209082534" 0 0 0.0833333333333333
"chr2_209088480" 0 0 0.2
"chr2_209179500" 0 0 0
"chr2_209189435" 0 0.25 0.222222222222222
"chr2_209212572" 0 0 0.1
"chr2_209223049" 0 0 0.142857142857143
"chr2_209226118" 0.166666666666667 0 0.375
"chr2_209330368" 0 0 0.4
"chr2_209373492" 0 0.4 0.272727272727273
"chr2_209607606" 0.142857142857143 0 0
"chr2_209731132" 0.142857142857143 0 0.454545454545455
"chr2_20978957" 0.428571428571429 0.5 0.363636363636364
"chr2_209807383" 0 0 0
"chr2_21005668" 0 0 0
"chr2_210222136" 0.428571428571429 0 0.166666666666667
"chr2_210336545" 0 0.25 0
"chr2_210351530" 0 0 0
"chr2_210442933" 0 0 0
"chr2_210687451" 0.2 0.4 0
"chr2_210787211" 0 0 0
"chr2_210791808" 0.333333333333333 0.2 0.2
"chr2_21096164" 0.428571428571429 0.4 0.454545454545455
"chr2_211252693" 0 0.166666666666667 0
"chr2_211578187" 0 0 0.1
"chr2_211604820" 0.333333333333333 0.4 0.5
"chr2_21161027" 0 0.166666666666667 0
"chr2_211708424" 0 0 0.4
"chr2_211770203" 0 0 0
"chr2_211772734" 0 0 0.142857142857143
"chr2_212100794" 0 0 0
"chr2_212139196" 0 0.25 0
"chr2_212271670" 0.333333333333333 0 0
"chr2_212308592" 0 0 0.1
"chr2_212339196" 0 0 0
"chr2_212354707" 0 0.25 0.25
"chr2_212725981" 0.5 0.4 0.272727272727273
"chr2_212761091" 0.4 0.2 0.416666666666667
"chr2_213068153" 0 0 0
"chr2_213281381" 0.2 0 0
"chr2_213657599" 0 0 0
"chr2_213723656" 0 0.166666666666667 0
"chr2_213771860" 0 0 0.333333333333333
"chr2_213773634" 0 0.2 0
"chr2_213778469" 0 0 0
"chr2_213823345" 0 0 0
"chr2_213837754" 0 0 0
"chr2_213934173" 0 0 0
"chr2_21401911" 0 0 0.125
"chr2_214021654" 0 0 0
"chr2_214048442" 0 0 0
"chr2_21414913" 0 0 0
"chr2_214459788" 0 0 0
"chr2_215078066" 0 0 0
"chr2_215470315" 0 0 0
"chr2_215629897" 0.333333333333333 0.333333333333333 0.333333333333333
"chr2_215657570" 0.142857142857143 0 0
"chr2_215816761" 0.285714285714286 0.25 0.363636363636364
"chr2_215819450" 0 0 0
"chr2_215896484" 0 0 0
"chr2_215904594" 0 0 0
"chr2_216220410" 0 0 0
"chr2_216549993" 0 0 0
"chr2_216665047" 0.166666666666667 0 0.333333333333333
"chr2_216722581" 0.5 0 0
"chr2_216824974" 0 0 0
"chr2_216855521" 0.166666666666667 0 0
"chr2_21703320" 0.2 0.4 0
"chr2_217172962" 0 0 0
"chr2_21730588" 0 0 0
"chr2_217569785" 0 0 0
"chr2_217750745" 0.166666666666667 0 0.166666666666667
"chr2_218208110" 0 0 0
"chr2_218383981" 0.333333333333333 0 0
"chr2_218548621" 0.4 0 0.285714285714286
"chr2_218767362" 0 0.5 0
"chr2_218783982" 0 0 0
"chr2_218821888" 0 0 0
"chr2_218828617" 0.333333333333333 0 0.3
"chr2_218830564" 0.5 0.2 0.1
"chr2_219254707" 0 0 0
"chr2_219390685" 0.166666666666667 0.166666666666667 0.0833333333333333
"chr2_219415916" 0 0 0
"chr2_219442948" 0 0 0
"chr2_219547137" 0 0 0
"chr2_219559292" 0 0 0
"chr2_21956052" 0.2 0 0.25
"chr2_219632760" 0 0 0
"chr2_219989544" 0 0.333333333333333 0
"chr2_220031077" 0 0 0
"chr2_22015116" 0.166666666666667 0 0.454545454545455
"chr2_220643089" 0 0 0
"chr2_221035946" 0 0 0
"chr2_221391492" 0.2 0 0.25
"chr2_22140266" 0 0 0
"chr2_22144260" 0 0 0
"chr2_22150773" 0 0 0.125
"chr2_221692272" 0.2 0.25 0
"chr2_221737959" 0.166666666666667 0.2 0.1
"chr2_222194650" 0.25 0 0
"chr2_222229945" 0 0 0
"chr2_222273888" 0 0 0
"chr2_22231680" 0 0.2 0
"chr2_222348144" 0 0 0.222222222222222
"chr2_222474563" 0 0 0.375
"chr2_222534536" 0.142857142857143 0 0.1
"chr2_222670671" 0 0 0.111111111111111
"chr2_222776300" 0.2 0 0
"chr2_22278557" 0.5 0 0
"chr2_22282885" 0.166666666666667 0.166666666666667 0.0909090909090909
"chr2_222848705" 0 0 0
"chr2_222860046" 0 0 0
"chr2_222932741" 0 0 0
"chr2_223200672" 0.5 0.333333333333333 0
"chr2_223326244" 0.142857142857143 0.25 0.166666666666667
"chr2_223435716" 0 0.25 0.5
"chr2_22353770" 0 0 0.333333333333333
"chr2_223783905" 0.285714285714286 0.333333333333333 0
"chr2_223886947" 0 0.5 0
"chr2_22388832" 0 0.5 0.166666666666667
"chr2_224183513" 0 0 0.0909090909090909
"chr2_224371593" 0 0 0.25
"chr2_224432002" 0 0 0
"chr2_224513893" 0 0 0.166666666666667
"chr2_224516674" 0 0 0
"chr2_2247838" 0 0 0.125
"chr2_2250431" 0 0 0.25
"chr2_225290518" 0 0 0.0833333333333333
"chr2_225407397" 0.5 0 0
"chr2_225477004" 0 0 0
"chr2_225627342" 0 0.5 0.142857142857143
"chr2_225674816" 0 0 0
"chr2_225697420" 0.4 0.25 0.222222222222222
"chr2_225779081" 0 0.166666666666667 0.3
"chr2_226051288" 0 0 0
"chr2_226518006" 0 0 0
"chr2_226646999" 0.166666666666667 0 0.4
"chr2_226653412" 0.166666666666667 0 0.25
"chr2_226670123" 0 0 0
"chr2_226833267" 0.166666666666667 0.333333333333333 0.25
"chr2_22687367" 0 0 0
"chr2_226977089" 0.333333333333333 0 0
"chr2_227154787" 0.2 0.2 0
"chr2_227345853" 0 0.25 0
"chr2_227352041" 0 0 0
"chr2_227499737" 0.2 0 0.333333333333333
"chr2_227502148" 0 0.25 0.166666666666667
"chr2_227517498" 0 0.25 0.4
"chr2_22760558" 0 0 0
"chr2_227636918" 0 0 0
"chr2_227768837" 0 0 0
"chr2_227940729" 0.166666666666667 0 0.454545454545455
"chr2_228589604" 0 0 0
"chr2_229023479" 0 0.166666666666667 0
"chr2_229279688" 0 0.4 0
"chr2_229329539" 0.333333333333333 0 0.5
"chr2_22939411" 0 0 0.272727272727273
"chr2_229557730" 0 0 0
"chr2_229585700" 0 0 0
"chr2_229609883" 0 0.166666666666667 0
"chr2_229652741" 0 0 0
"chr2_230028225" 0 0 0.0909090909090909
"chr2_230503883" 0 0 0.125
"chr2_230522053" 0 0 0.1
"chr2_230885662" 0 0 0.25
"chr2_230889380" 0 0 0
"chr2_230983279" 0 0 0
"chr2_231145254" 0.4 0.333333333333333 0
"chr2_231225735" 0 0 0
"chr2_231239300" 0 0 0
"chr2_231364856" 0 0.166666666666667 0.222222222222222
"chr2_231439142" 0 0.333333333333333 0
"chr2_231757379" 0.142857142857143 0 0
"chr2_231842749" 0 0.166666666666667 0
"chr2_231858040" 0 0.4 0.0833333333333333
"chr2_231968590" 0 0 0.0909090909090909
"chr2_231993257" 0 0 0
"chr2_232157088" 0 0 0
"chr2_232499389" 0 0 0
"chr2_232933739" 0.333333333333333 0 0.1
"chr2_232942171" 0.428571428571429 0 0.444444444444444
"chr2_233043996" 0 0 0
"chr2_233309165" 0.5 0.25 0.1
"chr2_233507262" 0 0 0
"chr2_23354269" 0 0 0.444444444444444
"chr2_234123867" 0.25 0.25 0.375
"chr2_234142252" 0.428571428571429 0.4 0.454545454545455
"chr2_234223822" 0 0 0
"chr2_234270865" 0 0 0.25
"chr2_234543490" 0.25 0 0.2
"chr2_23469748" 0 0 0.142857142857143
"chr2_234732898" 0 0 0
"chr2_234980633" 0 0 0.454545454545455
"chr2_235286710" 0 0 0
"chr2_235297577" 0.285714285714286 0.166666666666667 0.25
"chr2_235381812" 0 0 0
"chr2_235446106" 0 0.2 0.1
"chr2_2354833" 0 0 0.111111111111111
"chr2_235624913" 0.333333333333333 0.333333333333333 0.333333333333333
"chr2_235717835" 0 0 0
"chr2_235837363" 0 0 0
"chr2_235986585" 0 0 0.454545454545455
"chr2_236059586" 0 0 0.111111111111111
"chr2_236070116" 0 0.333333333333333 0.375
"chr2_236279912" 0 0.25 0.428571428571429
"chr2_236608052" 0 0.25 0
"chr2_236666727" 0.285714285714286 0.25 0.444444444444444
"chr2_236811848" 0 0.166666666666667 0.0833333333333333
"chr2_236973559" 0.285714285714286 0.4 0.444444444444444
"chr2_237007442" 0.166666666666667 0 0.3
"chr2_237158465" 0.142857142857143 0.333333333333333 0.416666666666667
"chr2_237399530" 0 0 0
"chr2_237745635" 0 0 0
"chr2_237846202" 0.333333333333333 0 0
"chr2_238049585" 0 0 0
"chr2_238078487" 0 0 0.333333333333333
"chr2_238082606" 0 0 0
"chr2_238129375" 0 0 0
"chr2_238268673" 0 0.166666666666667 0
"chr2_238336250" 0 0.2 0
"chr2_238762925" 0.2 0 0
"chr2_239006570" 0 0 0.166666666666667
"chr2_239104526" 0 0 0.142857142857143
"chr2_239165364" 0 0 0.454545454545455
"chr2_239275317" 0 0 0.1
"chr2_239304831" 0 0 0
"chr2_239562114" 0.166666666666667 0 0
"chr2_239623766" 0 0 0.0909090909090909
"chr2_239989396" 0 0 0
"chr2_240150269" 0 0 0.125
"chr2_240154521" 0 0 0
"chr2_240282336" 0 0 0.363636363636364
"chr2_240397837" 0 0 0
"chr2_240404351" 0 0 0
"chr2_240805400" 0.5 0.333333333333333 0.333333333333333
"chr2_240811216" 0.4 0 0.25
"chr2_241088434" 0 0.166666666666667 0
"chr2_241100181" 0 0 0
"chr2_241363170" 0 0 0
"chr2_241422095" 0 0 0.166666666666667
"chr2_241457032" 0.2 0 0.222222222222222
"chr2_241677345" 0 0 0.142857142857143
"chr2_241845693" 0 0 0
"chr2_242522831" 0.333333333333333 0 0
"chr2_242576791" 0 0 0
"chr2_242588951" 0 0 0
"chr2_242631839" 0 0 0
"chr2_242643782" 0 0 0
"chr2_242919143" 0 0 0
"chr2_243057145" 0.2 0 0
"chr2_243348865" 0 0 0.125
"chr2_243412583" 0 0 0.181818181818182
"chr2_243499124" 0 0 0
"chr2_243623275" 0 0 0
"chr2_243977295" 0 0 0
"chr2_244118588" 0.333333333333333 0.25 0.375
"chr2_244289350" 0.5 0 0
"chr2_244316699" 0.4 0 0.0909090909090909
"chr2_244400433" 0.2 0 0.25
"chr2_245188500" 0 0 0
"chr2_245491499" 0 0 0
"chr2_245674836" 0 0 0.125
"chr2_245746394" 0 0 0
"chr2_245792557" 0 0 0
"chr2_245810294" 0 0 0
"chr2_246061021" 0 0 0
"chr2_246089454" 0 0.333333333333333 0.142857142857143
"chr2_246213704" 0 0 0.4
"chr2_246338802" 0 0 0
"chr2_246600052" 0.4 0.333333333333333 0.1
"chr2_246676561" 0 0 0
"chr2_246952372" 0 0 0.444444444444444
"chr2_247031846" 0 0 0
"chr2_247255564" 0 0 0
"chr2_247312075" 0 0.166666666666667 0.222222222222222
"chr2_247480210" 0 0 0
"chr2_247668925" 0 0 0
"chr2_247681084" 0 0 0
"chr2_247736516" 0 0 0
"chr2_247859291" 0 0 0.4
"chr2_247913361" 0 0 0
"chr2_24794784" 0 0.5 0
"chr2_247968968" 0.142857142857143 0 0
"chr2_248314703" 0 0 0
"chr2_248393164" 0 0.2 0.125
"chr2_248419926" 0.4 0.25 0.363636363636364
"chr2_248536338" 0 0 0
"chr2_248563491" 0 0 0
"chr2_248700902" 0 0 0
"chr2_248712237" 0.25 0.25 0.285714285714286
"chr2_248722431" 0.4 0 0.4
"chr2_248733893" 0 0 0
"chr2_248748274" 0 0 0
"chr2_248963536" 0.4 0.333333333333333 0.444444444444444
"chr2_249138370" 0 0 0
"chr2_249144928" 0.428571428571429 0.5 0.272727272727273
"chr2_249253780" 0.166666666666667 0.2 0.0909090909090909
"chr2_24942991" 0 0.2 0
"chr2_25159529" 0 0 0.1
"chr2_25216149" 0 0 0
"chr2_25371414" 0 0 0.125
"chr2_25395685" 0 0 0.0909090909090909
"chr2_25591108" 0 0 0.25
"chr2_25657037" 0.142857142857143 0 0.375
"chr2_26446319" 0 0 0.25
"chr2_26449399" 0.25 0.4 0.444444444444444
"chr2_26584730" 0 0 0
"chr2_26588465" 0 0 0
"chr2_26599465" 0.142857142857143 0 0
"chr2_26654361" 0 0.5 0
"chr2_26676920" 0 0 0
"chr2_26904665" 0.2 0 0.222222222222222
"chr2_26959841" 0.166666666666667 0 0
"chr2_26975146" 0 0 0
"chr2_27419128" 0 0 0
"chr2_27562447" 0 0 0
"chr2_27622355" 0.4 0 0.0909090909090909
"chr2_27933668" 0 0 0
"chr2_28060358" 0 0.333333333333333 0
"chr2_28065162" 0 0 0
"chr2_28109375" 0 0.2 0.1
"chr2_28156432" 0 0 0
"chr2_28199083" 0.166666666666667 0 0.1
"chr2_28231099" 0 0 0
"chr2_28338415" 0 0 0
"chr2_28359962" 0 0 0
"chr2_28363581" 0 0 0
"chr2_28415055" 0.166666666666667 0 0.2
"chr2_28494302" 0 0 0.428571428571429
"chr2_28500769" 0 0 0
"chr2_28851980" 0.333333333333333 0.333333333333333 0.454545454545455
"chr2_28946112" 0.2 0 0.5
"chr2_29042154" 0 0 0
"chr2_29387368" 0 0 0
"chr2_29550208" 0 0 0
"chr2_29589875" 0 0 0
"chr2_29707475" 0 0 0
"chr2_29757282" 0.333333333333333 0.25 0
"chr2_29837662" 0.5 0 0.428571428571429
"chr2_29983997" 0.333333333333333 0 0
"chr2_30029266" 0 0 0
"chr2_30147757" 0 0 0
"chr2_30343598" 0 0 0
"chr2_30347091" 0.166666666666667 0.25 0.285714285714286
"chr2_30585153" 0 0.166666666666667 0.1
"chr2_30634702" 0 0 0
"chr2_30659264" 0 0 0
"chr2_30671083" 0.142857142857143 0.333333333333333 0.416666666666667
"chr2_30719762" 0 0 0
"chr2_30883751" 0 0 0.166666666666667
"chr2_3094572" 0 0 0
"chr2_31293112" 0.285714285714286 0 0.0909090909090909
"chr2_31533875" 0 0 0
"chr2_31750653" 0 0 0
"chr2_31812671" 0 0 0
"chr2_32138546" 0 0 0
"chr2_32423504" 0 0.25 0.333333333333333
"chr2_32474228" 0.2 0.5 0
"chr2_32575709" 0 0 0
"chr2_3258316" 0 0 0
"chr2_32710059" 0.333333333333333 0 0
"chr2_33063959" 0 0 0
"chr2_33099014" 0 0 0
"chr2_33739098" 0 0.166666666666667 0.2
"chr2_33880605" 0.25 0 0
"chr2_34096665" 0 0.166666666666667 0.1
"chr2_34122913" 0 0 0
"chr2_34170325" 0 0.2 0.0833333333333333
"chr2_34176183" 0 0 0
"chr2_34198836" 0 0.4 0.1
"chr2_34296733" 0 0 0.2
"chr2_34993696" 0 0.5 0.1
"chr2_35231541" 0 0 0
"chr2_35498594" 0.333333333333333 0 0.285714285714286
"chr2_35669041" 0 0 0
"chr2_35905876" 0 0 0
"chr2_35993207" 0 0 0.222222222222222
"chr2_36187378" 0 0 0
"chr2_36192677" 0 0 0
"chr2_36194719" 0 0 0
"chr2_36245108" 0 0 0.428571428571429
"chr2_36494801" 0 0 0
"chr2_36497184" 0 0 0
"chr2_36537930" 0 0 0.222222222222222
"chr2_36737420" 0 0 0.2
"chr2_36741138" 0 0.25 0
"chr2_36857051" 0 0 0
"chr2_37392387" 0 0 0.142857142857143
"chr2_37509419" 0 0.333333333333333 0
"chr2_37562514" 0 0 0
"chr2_37568971" 0 0 0
"chr2_37697649" 0 0 0.363636363636364
"chr2_37929565" 0 0 0
"chr2_38120593" 0 0 0
"chr2_38292463" 0 0 0
"chr2_38404341" 0 0.166666666666667 0
"chr2_3841100" 0 0.166666666666667 0.142857142857143
"chr2_38439811" 0 0.333333333333333 0
"chr2_38539485" 0 0 0
"chr2_38740203" 0 0 0
"chr2_39085633" 0 0.25 0
"chr2_39124495" 0 0 0
"chr2_39185181" 0 0 0
"chr2_39851439" 0.428571428571429 0 0.333333333333333
"chr2_40020537" 0.333333333333333 0 0
"chr2_40226557" 0 0 0
"chr2_40349723" 0 0 0
"chr2_40569818" 0 0 0
"chr2_40804292" 0.333333333333333 0 0.0909090909090909
"chr2_40962708" 0 0 0.1
"chr2_41070970" 0 0 0
"chr2_41091424" 0 0.2 0
"chr2_41207803" 0.142857142857143 0 0
"chr2_41431905" 0 0.4 0
"chr2_41488131" 0 0 0
"chr2_41621432" 0 0 0.2
"chr2_41772355" 0 0 0.375
"chr2_42182504" 0 0 0
"chr2_42249217" 0.285714285714286 0 0
"chr2_4256244" 0 0 0
"chr2_42675765" 0 0 0
"chr2_42742499" 0 0 0
"chr2_42753218" 0 0.25 0
"chr2_4279797" 0 0 0
"chr2_42897010" 0 0 0
"chr2_43107592" 0 0.2 0
"chr2_43254668" 0.25 0 0.0909090909090909
"chr2_43329047" 0 0.166666666666667 0
"chr2_43457135" 0 0 0
"chr2_43472714" 0 0.2 0
"chr2_43582369" 0 0 0
"chr2_43690182" 0 0.4 0
"chr2_43727851" 0 0 0
"chr2_43792538" 0.5 0 0
"chr2_43822233" 0 0 0.181818181818182
"chr2_43913119" 0 0.5 0
"chr2_4415934" 0 0.5 0.222222222222222
"chr2_4424985" 0 0.2 0.142857142857143
"chr2_4452076" 0 0 0
"chr2_44567328" 0 0 0
"chr2_44774388" 0 0 0
"chr2_44793491" 0.142857142857143 0 0
"chr2_44797182" 0 0 0.4
"chr2_44933580" 0 0 0.1
"chr2_45103207" 0 0.5 0
"chr2_45140038" 0 0.333333333333333 0.333333333333333
"chr2_4577827" 0 0 0.1
"chr2_45898119" 0 0 0
"chr2_45921949" 0.142857142857143 0 0.2
"chr2_45998221" 0 0.2 0.0909090909090909
"chr2_46330088" 0 0 0
"chr2_46399523" 0 0 0
"chr2_46545393" 0 0 0
"chr2_46967123" 0 0 0.142857142857143
"chr2_47246935" 0 0 0
"chr2_47274910" 0 0.333333333333333 0.1
"chr2_47306617" 0.4 0 0.3
"chr2_4745036" 0.285714285714286 0 0.2
"chr2_47520461" 0 0 0
"chr2_47667883" 0 0 0
"chr2_47786081" 0.166666666666667 0.25 0.444444444444444
"chr2_47910976" 0 0 0
"chr2_47935798" 0 0.2 0.363636363636364
"chr2_48067282" 0 0 0
"chr2_48212120" 0 0 0
"chr2_48289069" 0 0 0.454545454545455
"chr2_48305204" 0 0 0.1
"chr2_48390156" 0 0.2 0
"chr2_4842738" 0 0 0
"chr2_48490228" 0 0 0.0909090909090909
"chr2_48524626" 0 0 0
"chr2_48575455" 0 0 0
"chr2_48683193" 0 0 0.272727272727273
"chr2_48705775" 0 0 0
"chr2_48858364" 0 0 0
"chr2_49276915" 0 0 0
"chr2_49375670" 0 0 0
"chr2_49434802" 0 0 0
"chr2_49531584" 0 0 0.1
"chr2_49567909" 0 0 0
"chr2_49871058" 0.166666666666667 0 0.166666666666667
"chr2_49903925" 0.333333333333333 0 0.111111111111111
"chr2_50216423" 0 0.166666666666667 0.3
"chr2_50226940" 0 0 0
"chr2_50232620" 0 0 0
"chr2_50474836" 0.142857142857143 0 0
"chr2_51199711" 0 0.2 0.142857142857143
"chr2_51239743" 0 0 0.111111111111111
"chr2_5160608" 0.166666666666667 0.166666666666667 0.125
"chr2_51689701" 0 0.2 0
"chr2_51714404" 0 0 0
"chr2_51838418" 0 0 0
"chr2_51897341" 0 0 0
"chr2_52655602" 0 0.166666666666667 0
"chr2_52658102" 0 0.5 0.222222222222222
"chr2_52926240" 0 0 0.5
"chr2_52963491" 0 0 0
"chr2_52997828" 0 0.333333333333333 0.333333333333333
"chr2_53776713" 0 0 0
"chr2_53830218" 0 0.333333333333333 0.0833333333333333
"chr2_54048638" 0 0 0.0833333333333333
"chr2_54226312" 0 0.333333333333333 0
"chr2_54252755" 0 0.166666666666667 0
"chr2_54283029" 0 0 0
"chr2_5453234" 0 0.166666666666667 0.125
"chr2_54533092" 0 0 0
"chr2_54631865" 0 0.166666666666667 0.111111111111111
"chr2_54672682" 0 0.333333333333333 0
"chr2_54815148" 0 0 0
"chr2_54988603" 0 0 0
"chr2_54993882" 0 0 0
"chr2_55057863" 0 0.166666666666667 0
"chr2_5513775" 0 0 0
"chr2_55276968" 0.166666666666667 0 0
"chr2_55318915" 0.5 0 0
"chr2_55412949" 0.4 0 0
"chr2_55873058" 0 0 0.285714285714286
"chr2_55885898" 0 0 0
"chr2_5612047" 0 0 0
"chr2_56383910" 0 0 0
"chr2_56657432" 0 0 0
"chr2_56750439" 0.4 0 0
"chr2_56761618" 0 0 0
"chr2_5683351" 0 0 0
"chr2_56894924" 0 0 0.0909090909090909
"chr2_57067365" 0.25 0 0.3
"chr2_57092947" 0 0 0
"chr2_57205968" 0 0 0
"chr2_57212424" 0 0 0
"chr2_57374739" 0.25 0 0.25
"chr2_57598563" 0 0 0
"chr2_57979053" 0 0 0.363636363636364
"chr2_58080830" 0 0 0
"chr2_58083491" 0.333333333333333 0 0
"chr2_58092999" 0 0 0.111111111111111
"chr2_58249444" 0 0 0
"chr2_58292964" 0 0.166666666666667 0.2
"chr2_58297260" 0 0.166666666666667 0
"chr2_58340540" 0 0 0
"chr2_58402544" 0 0 0
"chr2_58533430" 0 0 0
"chr2_58698116" 0 0.5 0.4
"chr2_58815898" 0 0.166666666666667 0
"chr2_5884975" 0 0 0
"chr2_58878524" 0 0 0
"chr2_59035230" 0 0 0
"chr2_59041127" 0 0 0
"chr2_59052327" 0 0 0
"chr2_59225679" 0.2 0 0
"chr2_59529232" 0 0.2 0
"chr2_59689987" 0 0 0
"chr2_59943162" 0 0 0
"chr2_60023796" 0 0 0
"chr2_60044762" 0 0 0
"chr2_60369594" 0 0 0
"chr2_60389689" 0 0 0
"chr2_60648198" 0.166666666666667 0.333333333333333 0.454545454545455
"chr2_60742119" 0 0 0.1
"chr2_60901713" 0 0 0.0833333333333333
"chr2_61383974" 0 0 0
"chr2_61436572" 0 0 0.181818181818182
"chr2_61469524" 0 0 0
"chr2_61775358" 0 0 0
"chr2_628957" 0 0 0
"chr2_63279451" 0 0 0.166666666666667
"chr2_63878296" 0 0 0
"chr2_63969674" 0 0 0
"chr2_64248383" 0 0.333333333333333 0
"chr2_64250765" 0 0 0
"chr2_64301765" 0 0 0
"chr2_64386212" 0 0 0
"chr2_64693767" 0 0 0
"chr2_65059735" 0.333333333333333 0.25 0.375
"chr2_65063397" 0 0 0
"chr2_65132745" 0.333333333333333 0.333333333333333 0.454545454545455
"chr2_65236813" 0 0 0.142857142857143
"chr2_65280555" 0 0 0
"chr2_655907" 0 0 0.444444444444444
"chr2_65673124" 0 0 0
"chr2_65715711" 0 0 0
"chr2_66387116" 0.166666666666667 0 0.1
"chr2_66515525" 0 0 0
"chr2_66630081" 0 0 0.111111111111111
"chr2_6663171" 0 0 0.111111111111111
"chr2_66759081" 0 0 0.1
"chr2_66791488" 0 0 0
"chr2_66794331" 0 0.2 0.111111111111111
"chr2_66813844" 0 0.166666666666667 0
"chr2_66882102" 0 0 0
"chr2_67525907" 0 0 0
"chr2_67533813" 0 0 0.0909090909090909
"chr2_67625487" 0 0 0
"chr2_67644166" 0.333333333333333 0 0.375
"chr2_67944537" 0 0.333333333333333 0.1
"chr2_68002853" 0 0.25 0
"chr2_68010358" 0 0 0
"chr2_68070164" 0 0 0
"chr2_68180854" 0 0.333333333333333 0
"chr2_68207194" 0 0 0
"chr2_68347934" 0 0.5 0.5
"chr2_6842369" 0 0 0
"chr2_68433148" 0 0 0.111111111111111
"chr2_69171245" 0 0 0
"chr2_69246014" 0 0 0
"chr2_69506327" 0 0 0
"chr2_69520267" 0 0.4 0.4
"chr2_69787458" 0 0 0
"chr2_70036027" 0 0 0.333333333333333
"chr2_70089628" 0 0 0
"chr2_70124948" 0.2 0 0.428571428571429
"chr2_70216471" 0.4 0 0.25
"chr2_70225957" 0 0.25 0
"chr2_70415026" 0 0 0
"chr2_70655982" 0.333333333333333 0.333333333333333 0.2
"chr2_70861332" 0 0 0
"chr2_71010530" 0 0.25 0.333333333333333
"chr2_71182131" 0 0 0
"chr2_71916557" 0.25 0 0
"chr2_72167313" 0 0 0
"chr2_72300255" 0 0.333333333333333 0.125
"chr2_7230448" 0 0 0.1
"chr2_72363619" 0 0 0
"chr2_7259870" 0.25 0.333333333333333 0
"chr2_72699472" 0 0 0
"chr2_73152415" 0 0 0.111111111111111
"chr2_73352958" 0 0 0
"chr2_73355434" 0.142857142857143 0.333333333333333 0.272727272727273
"chr2_73489693" 0 0.5 0
"chr2_73532143" 0 0 0
"chr2_737238" 0 0.333333333333333 0.222222222222222
"chr2_73969973" 0.166666666666667 0.333333333333333 0
"chr2_73975589" 0 0 0.1
"chr2_74546233" 0 0 0
"chr2_7475324" 0 0 0
"chr2_74809974" 0 0 0.125
"chr2_74994147" 0 0 0.2
"chr2_75003221" 0 0 0
"chr2_7511203" 0 0 0
"chr2_75119464" 0 0 0.428571428571429
"chr2_75181357" 0.25 0 0
"chr2_75392121" 0.142857142857143 0 0
"chr2_75444789" 0.2 0 0
"chr2_75566258" 0.25 0 0
"chr2_75604392" 0 0 0
"chr2_75693897" 0 0 0
"chr2_75739337" 0 0.166666666666667 0
"chr2_75796771" 0 0 0.166666666666667
"chr2_75813403" 0 0 0.222222222222222
"chr2_76077253" 0 0 0.0909090909090909
"chr2_76199304" 0 0 0
"chr2_76233596" 0 0.5 0.333333333333333
"chr2_76244731" 0 0.4 0.4
"chr2_76248717" 0.166666666666667 0 0
"chr2_76366783" 0 0 0.111111111111111
"chr2_76467015" 0 0 0.1
"chr2_76468802" 0 0 0
